Début du scan avec comme paramètres :  

Protocole : TCP		 Nom d'hôte : boobagump.fr
Port de début : 1		 Timeout Max. socket : 2
Port de fin : 12000		 Execution parallèle : 1200 threads

2023-04-12 16:10:10.621114	Port	TCP	10191	Fermé
2023-04-12 16:10:10.621331	Port	TCP	10211	Fermé
2023-04-12 16:10:10.621352	Port	TCP	10201	Fermé
2023-04-12 16:10:10.621463	Port	TCP	10212	Fermé
2023-04-12 16:10:10.621493	Port	TCP	10213	Fermé
2023-04-12 16:10:10.621558	Port	TCP	10192	Fermé
2023-04-12 16:10:10.621692	Port	TCP	10231	Fermé
2023-04-12 16:10:10.621715	Port	TCP	10202	Fermé
2023-04-12 16:10:10.621790	Port	TCP	10193	Fermé
2023-04-12 16:10:10.621825	Port	TCP	10232	Fermé
2023-04-12 16:10:10.621925	Port	TCP	10214	Fermé
2023-04-12 16:10:10.621981	Port	TCP	10203	Fermé
2023-04-12 16:10:10.622051	Port	TCP	10194	Fermé
2023-04-12 16:10:10.622064	Port	TCP	10233	Fermé
2023-04-12 16:10:10.622167	Port	TCP	10215	Fermé
2023-04-12 16:10:10.622261	Port	TCP	10251	Fermé
2023-04-12 16:10:10.622306	Port	TCP	10261	Fermé
2023-04-12 16:10:10.622341	Port	TCP	10241	Fermé
2023-04-12 16:10:10.622393	Port	TCP	10234	Fermé
2023-04-12 16:10:10.622499	Port	TCP	10271	Fermé
2023-04-12 16:10:10.622619	Port	TCP	10281	Fermé
2023-04-12 16:10:10.622649	Port	TCP	10216	Fermé
2023-04-12 16:10:10.622708	Port	TCP	10262	Fermé
2023-04-12 16:10:10.622724	Port	TCP	10204	Fermé
2023-04-12 16:10:10.622886	Port	TCP	10291	Fermé
2023-04-12 16:10:10.622912	Port	TCP	10195	Fermé
2023-04-12 16:10:10.622964	Port	TCP	10252	Fermé
2023-04-12 16:10:10.623034	Port	TCP	10242	Fermé
2023-04-12 16:10:10.623186	Port	TCP	10311	Fermé
2023-04-12 16:10:10.623213	Port	TCP	10301	Fermé
2023-04-12 16:10:10.623238	Port	TCP	10217	Fermé
2023-04-12 16:10:10.623349	Port	TCP	10272	Fermé
2023-04-12 16:10:10.623369	Port	TCP	10263	Fermé
2023-04-12 16:10:10.623550	Port	TCP	10341	Fermé
2023-04-12 16:10:10.623668	Port	TCP	10321	Fermé
2023-04-12 16:10:10.623687	Port	TCP	10331	Fermé
2023-04-12 16:10:10.623703	Port	TCP	10292	Fermé
2023-04-12 16:10:10.623731	Port	TCP	10253	Fermé
2023-04-12 16:10:10.623817	Port	TCP	10243	Fermé
2023-04-12 16:10:10.623872	Port	TCP	10351	Fermé
2023-04-12 16:10:10.624010	Port	TCP	10371	Fermé
2023-04-12 16:10:10.624027	Port	TCP	10361	Fermé
2023-04-12 16:10:10.624071	Port	TCP	10218	Fermé
2023-04-12 16:10:10.624118	Port	TCP	10312	Fermé
2023-04-12 16:10:10.624294	Port	TCP	10381	Fermé
2023-04-12 16:10:10.624316	Port	TCP	10196	Fermé
2023-04-12 16:10:10.624394	Port	TCP	10391	Fermé
2023-04-12 16:10:10.624510	Port	TCP	10342	Fermé
2023-04-12 16:10:10.624553	Port	TCP	10401	Fermé
2023-04-12 16:10:10.624685	Port	TCP	10264	Fermé
2023-04-12 16:10:10.624724	Port	TCP	10332	Fermé
2023-04-12 16:10:10.624802	Port	TCP	10254	Fermé
2023-04-12 16:10:10.624822	Port	TCP	10411	Fermé
2023-04-12 16:10:10.624948	Port	TCP	10431	Fermé
2023-04-12 16:10:10.624974	Port	TCP	10421	Fermé
2023-04-12 16:10:10.625074	Port	TCP	10244	Fermé
2023-04-12 16:10:10.625138	Port	TCP	10441	Fermé
2023-04-12 16:10:10.625270	Port	TCP	10362	Fermé
2023-04-12 16:10:10.625296	Port	TCP	10451	Fermé
2023-04-12 16:10:10.625442	Port	TCP	10302	Fermé
2023-04-12 16:10:10.625476	Port	TCP	10461	Fermé
2023-04-12 16:10:10.625689	Port	TCP	10219	Fermé
2023-04-12 16:10:10.625715	Port	TCP	10382	Fermé
2023-04-12 16:10:10.625763	Port	TCP	10313	Fermé
2023-04-12 16:10:10.625796	Port	TCP	10471	Fermé
2023-04-12 16:10:10.625812	Port	TCP	10322	Fermé
2023-04-12 16:10:10.625908	Port	TCP	10481	Fermé
2023-04-12 16:10:10.625989	Port	TCP	10491	Fermé
2023-04-12 16:10:10.626089	Port	TCP	10333	Fermé
2023-04-12 16:10:10.626149	Port	TCP	10501	Fermé
2023-04-12 16:10:10.626205	Port	TCP	10343	Fermé
2023-04-12 16:10:10.626230	Port	TCP	10511	Fermé
2023-04-12 16:10:10.626330	Port	TCP	10255	Fermé
2023-04-12 16:10:10.626372	Port	TCP	10521	Fermé
2023-04-12 16:10:10.626466	Port	TCP	10293	Fermé
2023-04-12 16:10:10.626528	Port	TCP	10432	Fermé
2023-04-12 16:10:10.626546	Port	TCP	10422	Fermé
2023-04-12 16:10:10.626645	Port	TCP	10531	Fermé
2023-04-12 16:10:10.626726	Port	TCP	10245	Fermé
2023-04-12 16:10:10.626746	Port	TCP	10442	Fermé
2023-04-12 16:10:10.626760	Port	TCP	10541	Fermé
2023-04-12 16:10:10.626925	Port	TCP	10273	Fermé
2023-04-12 16:10:10.627015	Port	TCP	10561	Fermé
2023-04-12 16:10:10.627052	Port	TCP	10571	Fermé
2023-04-12 16:10:10.627170	Port	TCP	10551	Fermé
